id,map_path,contourLevel,gt_path,gt_subunits,matched_subunits,step,sigma,voxels,voxels_assigned,euler_segments,iou,proportion,consistency,homogenity,label
emd-0044,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0044.mrc,5.45,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0044_gt.mrc,3,3,0,0,248250,"{1: 24974, 2: 24615, 3: 9305}","{1: 1, 2: 0, 3: 1}",1.0,1.0,1.0,0.0,good
emd-0044,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0044.mrc,5.45,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0044_gt.mrc,3,7,5,1.0074272785424954,248250,"{1: 9839, 2: 24615, 3: 9305, 4: 1385, 5: 4637, 6: 8890, 7: 223}","{1: 1, 2: 0, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1}",0.7979899095058861,2.3333333333333335,0.7979899095058861,0.512755361317207,good
emd-0044,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0044.mrc,5.45,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0044_gt.mrc,3,4,5,2.1723163002374477,248250,"{1: 24974, 2: 1300, 3: 9305, 4: 23315}","{1: 1, 2: 1, 3: 1, 4: 0}",0.6842711084027355,1.3333333333333333,0.6842711084027355,5.978205128205128,good
emd-0044,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0044.mrc,5.45,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0044_gt.mrc,3,5,5,1.512810208176299,248250,"{1: 24974, 2: 10587, 3: 9305, 4: 1775, 5: 12253}","{1: 1, 2: 1, 3: 1, 4: 1, 5: 0}",0.8100345317895593,1.6666666666666667,0.8100345317895593,0.44167375082648536,good
emd-0044,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0044.mrc,5.45,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0044_gt.mrc,3,4,5,2.756842636907957,248250,"{1: 24974, 2: 4395, 3: 9305, 4: 20220}","{1: 1, 2: 0, 3: 1, 4: 1}",0.7261832216128377,1.3333333333333333,0.7261832216128377,1.5335608646188852,good
emd-0044,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0044.mrc,5.45,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0044_gt.mrc,3,4,5,2.1340898862590993,248250,"{1: 143, 2: 24615, 3: 9305, 4: 24831}","{1: 1, 2: 0, 3: 1, 4: 1}",0.6685753183310643,1.3333333333333333,0.6685753183310643,57.88111888111888,good
emd-0044,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0044.mrc,5.45,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0044_gt.mrc,3,4,4,1.9161969082886432,248250,"{1: 24974, 2: 24615, 3: 4005, 4: 5300}","{1: 1, 2: 0, 3: 1, 4: 1}",0.8101379186817123,1.3333333333333333,0.8101379186817123,0.4411152725759467,good
emd-0044,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0044.mrc,5.45,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0044_gt.mrc,3,4,5,1.3873803772510256,248250,"{1: 24974, 2: 4451, 3: 9305, 4: 20164}","{1: 1, 2: 0, 3: 1, 4: 1}",0.7269415667953144,1.3333333333333333,0.7269415667953144,1.5100726428517934,good
emd-0044,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0044.mrc,5.45,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0044_gt.mrc,3,4,4,2.328611838727041,248250,"{1: 24974, 2: 410, 3: 9305, 4: 24205}","{1: 1, 2: 1, 3: 1, 4: 0}",0.6722188367526577,1.3333333333333333,0.6722188367526577,19.678861788617887,good
emd-0044,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0044.mrc,5.45,/work/mzumbado/biostructure/em/dataset/models/aligned_emd_0044_gt.mrc,3,7,4,1.5166565640552947,248250,"{1: 24974, 2: 11722, 3: 9305, 4: 3180, 5: 2306, 6: 1888, 7: 5519}","{1: 1, 2: 0, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1}",0.8254045636129731,2.3333333333333335,0.8254045636129731,0.36663254279701984,good
